ball_num,comment,datetime
25.5,"Lyon to Hanuma Vihari, no run, almost a nick! Drifts away from a shortened length and there's extra bounce too - a dangerous combination to handle for a batter. Vihari goes back and has a poke at it. Missed the edge by an inch or two","Dec 17, 2018 2:18:48 PM"
25.4,"Lyon to Hanuma Vihari, <b>FOUR</b>, good shot! This was drifting away a bit, Vihari moves off-side, gets down and paddle-sweeps it to fine leg","Dec 17, 2018 2:18:14 PM"
25.3,"Lyon to Hanuma Vihari, no run, lands near the rough outside off, Vihari presses forward and blunts it wide of forward short leg","Dec 17, 2018 2:17:37 PM"
25.2,"Lyon to Hanuma Vihari, 2 runs, Lyon bowls it fuller at 88.4kph, Vihari gets forward and works it wide of mid-wicket for a couple","Dec 17, 2018 2:17:17 PM"
25.1,"Lyon to Hanuma Vihari, <b>FOUR</b>, Vihari makes good contact with his sweep shot. Gets down on a knee and fetches this offie from well outside off before brooming it in front of square leg","Dec 17, 2018 2:16:39 PM"
24.6,"Starc to Rahane, no run, another pacy length ball on middle, a shuffling Rahane knocks it into the leg-side and yells out a loud 'no'","Dec 17, 2018 2:15:08 PM"
24.5,"Starc to Rahane, no run, in-angler on a good length, Rahane jumps and dead-bats","Dec 17, 2018 2:14:28 PM"
24.4,"Starc to Rahane, no run, fuller than a good length ball at <b>146.8kph,</b> Rahane goes for the slashy drive through the off-side and gets an inside edge that rolls towards short mid-wicket. The batters don't risk a single","Dec 17, 2018 2:13:44 PM"
24.3,"Starc to Hanuma Vihari, 1 run, Starc shortens his length, <b>147.3kph</b>, Vihari opens the bat-face and dinks it towards third man and gets off the mark","Dec 17, 2018 2:13:06 PM"
24.2,"Starc to Hanuma Vihari, no run, <b>149.2kph!</b> Starc goes full again, angled in from wide of the crease, but not close enough to force Vihari into a stroke","Dec 17, 2018 2:12:19 PM"
24.1,"Starc to Hanuma Vihari, no run, bowls a full ball from round the wicket at <b>148.5kph,</b> too wide outside off and Vihari leaves it. Paine collects it above his head!","Dec 17, 2018 2:11:39 PM"
23.6,"Lyon to Rahane, no run, lovely stride forward and has been negated","Dec 17, 2018 2:07:18 PM"
23.5,"Lyon to Rahane, no run, tossed up delivery and has been pushed back to the bowler","Dec 17, 2018 2:06:56 PM"
23.4,"Lyon to Rahane, no run, short ball, turning in, chopped away and it finds the man at point","Dec 17, 2018 2:06:34 PM"
23.3,"Lyon to Rahane, no run, tossed up delivery turning in and has been blocked out into the off-side","Dec 17, 2018 2:06:10 PM"
23.2,"Lyon to Rahane, 2 runs, flatter outside off and has been stabbed away behind square for a double. Very nicely done by Rahane","Dec 17, 2018 2:05:46 PM"
23.1,"Lyon to Rahane, no run, allows the ball to turn in and then dead bats it into the on-side","Dec 17, 2018 2:05:21 PM"
22.6,"Starc to Hanuma Vihari, no run, solidly behind the line of the ball which was decking away","Dec 17, 2018 2:04:18 PM"
22.5,"Starc to Rahane, 1 run, stays behind the line of the ball and knocks it away off the pads into the on-side for a single","Dec 17, 2018 2:03:43 PM"
22.4,"Starc to Rahane, no run, Starc is breathing fire as well! That was short, angling away, Rahane thought of a pull and then dropped his wrists to let it go","Dec 17, 2018 2:02:59 PM"
22.3,"Starc to Rahane, no run, bangs the ball in short and Rahane hops up to loosen his bottom hand and tap it out into the off-side","Dec 17, 2018 2:02:20 PM"
22.2,"Starc to Rahane, <b>SIX</b>, short, wide, Rahane slashes and gets it over deep third man for a sixer. That was hit hard. And the man at deep third leapt up but it was over him","Dec 17, 2018 2:01:41 PM"
22.1,"Starc to Rahane, no run, stays behind the line of the ball and defends it into the off-side","Dec 17, 2018 2:00:27 PM"
21.6,"Lyon to Hanuma Vihari, no run, stays back and tucks the ball down to find FSL","Dec 17, 2018 1:59:27 PM"
21.5,"Lyon to Vijay, <b>out</b> Bowled!! That is a pearler! Early finish anyone? Landed in the rough outside off and lured the batsman into a cover drive. The ball spun in and traversed the massive gap between bat and pad to strike timber. Lyon almost goes on a victory run. What an artist he is! Superb bit of display from him. Conventional yet threatening bit of off-spin from the G.O.A.T. <b>Vijay b Lyon 20(67) [4s-3]</b>","Dec 17, 2018 1:57:27 PM"
21.4,"Lyon to Vijay, no run, waits on the turning in delivery and jabs it out into the off-side","Dec 17, 2018 1:57:03 PM"
21.3,"Lyon to Vijay, no run, takes it from well outside off and sweeps it to find the man at 45 degrees","Dec 17, 2018 1:56:44 PM"
21.2,"Lyon to Rahane, 1 run, dances out again, carries on with the drive against the turn and gets it just past mid-off for a single","Dec 17, 2018 1:56:21 PM"
21.1,"Lyon to Rahane, no run, dances down the track and then changes his tune to block","Dec 17, 2018 1:55:20 PM"
20.6,"Starc to Vijay, no run, opens the face of the blade and guides it to gully","Dec 17, 2018 1:54:29 PM"
20.5,"Starc to Rahane, 1 run, stays behind the line of the ball and taps it out into the on-side for a single. Was off the inside edge","Dec 17, 2018 1:53:53 PM"
20.4,"Starc to Rahane, <b>FOUR</b>, throws the kitchen sink and the pile of utensils on it at that wide ball! Full and wide, Rahane does not hold back and freed his arms to slash it over the off-side for a four","Dec 17, 2018 1:52:59 PM"
20.3,"Starc to Rahane, no run, almost..almost drags it on as he tries to push and poke at an away going delivery. The ball lands close to his sticks and goes over","Dec 17, 2018 1:52:10 PM"
20.2,"Starc to Rahane, no run, leaves it on line and length which angled across him","Dec 17, 2018 1:51:28 PM"
20.1,"Starc to Rahane, no run, plays away from his body and pushes it away into the off-side","Dec 17, 2018 1:50:54 PM"
19.6,"Lyon to Vijay, no run, that linears after landing.. Vijay initially thought of playing it on the on-side but then squares up and defends it into the off-side","Dec 17, 2018 1:49:25 PM"
19.5,"Lyon to Vijay, no run, goes back and pats the ball out into the off-side","Dec 17, 2018 1:49:06 PM"
19.4,"Lyon to Vijay, no run, nice bit of turn into the batsman and has been blocked out into the off-side","Dec 17, 2018 1:48:47 PM"
19.3,"Lyon to Rahane, 1 run, charges out and clips the ball away off the inner half of the bat for a single to deep square leg","Dec 17, 2018 1:48:25 PM"
19.2,"Lyon to Rahane, no run, turns in and has been blocked off the front foot","Dec 17, 2018 1:48:04 PM"
19.1,"Lyon to Kohli, <b>out</b> Caught by Khawaja!! That is the clincher. <b>Kohli is gone.</b> Kohli played for the turn, it did not spin in much and went off the outer edge into the safe hands of the slip fielder. India in a soup now. Kohli pressed forward but the lack of turn on that ball did him in. Lyon continues to scalp Kohli. Aussies have their tail up now. <b>Kohli c Khawaja b Lyon 17(40) [4s-2]</b>","Dec 17, 2018 1:44:59 PM"
18.6,"Starc to Kohli, 1 run, looks to push forward with a positive stride and gets an inside edge into the on-side for a single","Dec 17, 2018 1:43:34 PM"
18.5,"Starc to Kohli, no run, push drive back to the bowler. Starc mocks a throw at the batter","Dec 17, 2018 1:42:53 PM"
18.4,"Starc to Kohli, no run, shorter delivery outside off and has been left alone","Dec 17, 2018 1:42:16 PM"
18.3,"Starc to Kohli, no run, fuller and well away from the sticks, left untouched","Dec 17, 2018 1:41:40 PM"
18.2,"Starc to Kohli, no run, angling across the skipper who has his bat held high to let that go","Dec 17, 2018 1:41:01 PM"
18.1,"Starc to Kohli, no run, shorter delivery outside off and has been ignored","Dec 17, 2018 1:40:25 PM"
17.6,"Lyon to Vijay, no run, well forward, smothers the turn and defends it","Dec 17, 2018 1:39:03 PM"
17.5,"Lyon to Vijay, no run, looks to rock back and punch it, inner-halves the ball away into the off-side","Dec 17, 2018 1:38:45 PM"
17.4,"Lyon to Vijay, no run, goes for the sweep and finds the man at 45 degrees","Dec 17, 2018 1:38:15 PM"
17.3,"Lyon to Vijay, no run, and now it dips and explodes a little off the rough to take a part of the glove and die down","Dec 17, 2018 1:38:02 PM"
17.2,"Lyon to Vijay, no run, plants his front foot well outside the line of the sticks and misses the sweep. Huge appeal but it dies down quickly","Dec 17, 2018 1:37:40 PM"
17.1,"Lyon to Kohli, 1 run, goes back and tucks the ball away to deep mid for a single. First run off Lyon","Dec 17, 2018 1:37:20 PM"
16.6,"Pat Cummins to Vijay, no run, stays firmly behind the line of the ball and blocks it off the back foot","Dec 17, 2018 1:36:25 PM"
16.5,"Pat Cummins to Vijay, 2 runs, cracking drive on the up! Could have been the shot of the day had the man at point not dived and stopped it. They still get a couple. Into the 20s goes Vijay","Dec 17, 2018 1:35:55 PM"
16.4,"Pat Cummins to Vijay, no run, length delivery outside off and has been stabbed out into the off-side with a forward stride","Dec 17, 2018 1:35:03 PM"
16.3,"Pat Cummins to Vijay, no run, bangs the ball in does Pat Cummins and Vijay sits under it to let it go","Dec 17, 2018 1:34:24 PM"
16.2,"Pat Cummins to Vijay, no run, length delivery zipping away and has been ignored outside off","Dec 17, 2018 1:33:44 PM"
16.1,"Pat Cummins to Vijay, no run, solidly behind the line of the ball and blocked into the off-side","Dec 17, 2018 1:33:03 PM"
15.6,"Lyon to Kohli, no run, stays behind the line of the ball and nurdles it to the man at FSL","Dec 17, 2018 1:31:46 PM"
15.5,"Lyon to Kohli, no run, stays behind the line of the ball and knocks it behind square. Yet to concede a run","Dec 17, 2018 1:31:24 PM"
15.4,"Lyon to Kohli, no run, flatter ball and has been tucked away to short mid by hitting it on top of the bounce","Dec 17, 2018 1:31:04 PM"
15.3,"Lyon to Kohli, no run, again tucked away to FSL","Dec 17, 2018 1:30:42 PM"
15.2,"Lyon to Kohli, no run, tucks the ball off the pads and it finds short mid","Dec 17, 2018 1:30:22 PM"
15.1,"Lyon to Kohli, no run, bouncing from a length and spinning away down leg, Kohli goes back to work it to the leg-side, gets a soft leading edge down the pitch as he closes the bat face early","Dec 17, 2018 1:29:58 PM"
14.6,"Pat Cummins to Vijay, no run, Cummins shortens his length just outside off, Vijay jumps back and punches it to cover","Dec 17, 2018 1:29:04 PM"
14.5,"Pat Cummins to Vijay, 2 runs, Vijay looking more and more confident. Pitched up just outside off, Vijay bends his back knee, flails his hands and spanks the drive through the gap at cover. Picks up a couple of runs","Dec 17, 2018 1:28:33 PM"
14.4,"Pat Cummins to Vijay, no run, length delivery, exemplary line at the stumps. Vijay was slightly backing away and defends it to cover","Dec 17, 2018 1:27:48 PM"
14.3,"Pat Cummins to Vijay, no run, cross-seam back of a length delivery outside off, Vijay sees it through to the keeper","Dec 17, 2018 1:27:08 PM"
14.2,"Pat Cummins to Kohli, 1 run, 141.6kph, fuller and just outside off. Kohli leans into a drive through cover. There's protection in the deep and Lyon keeps the pair down to a single","Dec 17, 2018 1:26:34 PM"
14.1,"Pat Cummins to Kohli, no run, back of a length, keeping it tight there Cummins. Kohli defends it off the back foot","Dec 17, 2018 1:25:57 PM"
13.6,"Lyon to Vijay, no run, more revs and loop, Vijay blocks it","Dec 17, 2018 1:24:48 PM"
13.5,"Lyon to Vijay, no run, touch quicker on the stumps, Vijay crouches low and works it to mid-wicket","Dec 17, 2018 1:24:28 PM"
13.4,"Lyon to Vijay, no run, darted quick just outside off, Vijay kneels down and sweeps it along the ground to backward square leg","Dec 17, 2018 1:24:10 PM"
13.3,"Lyon to Vijay, no run, gets forward and smothers the spin","Dec 17, 2018 1:23:49 PM"
13.2,"Lyon to Vijay, no run, Vijay doesn't want Lyon to hit the rough. Preempts a sweep and takes it from outside off, sends it to short fine leg - who makes a good stop","Dec 17, 2018 1:23:29 PM"
13.1,"Lyon to Vijay, no run, flighted delivery on middle and leg, Vijay camps back and turns it to short leg","Dec 17, 2018 1:23:07 PM"
12.6,"Pat Cummins to Kohli, no run, back of a length and moving away just outside off, Kohli lifts his bat and lets it go","Dec 17, 2018 1:21:20 PM"
12.5,"Pat Cummins to Kohli, <b>FOUR</b>, Kohli puts his dexterous wrists into play. Too full and straight from Cummins, trying to bluff Kohli. The Indian captain gets across and whiplashes it firmly through mid-wicket","Dec 17, 2018 1:20:46 PM"
12.4,"Pat Cummins to Kohli, no run, woah! Steamy. This bounce sprang after hitting a crack. Kohli wanted to pull but it soars over his head. Fantastic grab by Paine","Dec 17, 2018 1:20:03 PM"
12.3,"Pat Cummins to Kohli, no run, pacy length delivery, cutting Kohli for space and room. Stabbed down the pitch","Dec 17, 2018 1:19:19 PM"
12.2,"Pat Cummins to Kohli, no run, fuller and at the stump, Kohli gets his body weight forward and checks his drive with a full bat face. Starc from mid-on moves swiftly across and intercepts it","Dec 17, 2018 1:18:39 PM"
12.1,"Pat Cummins to Kohli, no run, short outside off, Kohli points his bat towards gully and dabs it with soft hands","Dec 17, 2018 1:17:59 PM"
11.6,"Hazlewood to Vijay, no run, length delivery, straightening just outside off. Vijay trusts his instincts and lets it pass. Good leave","Dec 17, 2018 1:16:56 PM"
11.5,"Hazlewood to Vijay, no run, Hazlewood corrects his length and bangs it short, keeps coming back at Vijay - who drops his gloves and sways his head out of the line","Dec 17, 2018 1:16:18 PM"
11.4,"Hazlewood to Vijay, <b>FOUR</b>, Vijay takes a cue from Kohli. It wasn't overpitched by any means. Just that Vijay leant into the drive with his hands flowing towards the ball and creamed it off the meat through extra cover. Looked like he just checked his shot, such flawless timing","Dec 17, 2018 1:15:39 PM"
11.3,"Hazlewood to Vijay, no run, fuller and seems like it was straightening, Vijay with feet rooted to his crease blocks it down the pitch","Dec 17, 2018 1:14:52 PM"
11.2,"Hazlewood to Vijay, no run, back of a length and swerving in just outside off, Vijay gauges it well and leaves","Dec 17, 2018 1:14:14 PM"
11.1,"Hazlewood to Kohli, 3 runs, Kohli unveils his trademark cover drive. Overpitched slightly just outside off, Kohli cashes in with a pristine drive through extra cover. Head gives a long chase and hauls it back, saving a solitary run for his team","Dec 17, 2018 1:13:42 PM"
10.6,"Pat Cummins to Kohli, byes, 1 run, was there an <b>edge</b>? No, given as byes. This fuller delivery, scoots low and befuddles Kohli as he flirts at it. Awkward bounce for Paine, makes a half-stop and they will steal a bye","Dec 17, 2018 1:12:35 PM"
10.5,"Pat Cummins to Kohli, no run, shorter at the body, a hopping Kohli defends it to mid-on","Dec 17, 2018 1:11:49 PM"
10.4,"Pat Cummins to Kohli, no run, climbing from a length, Kohli waits back and turns the ignition off on this delivery","Dec 17, 2018 1:11:10 PM"
10.3,"Pat Cummins to Kohli, no run, shortish outside off, Kohli jumps back and pushes it to cover","Dec 17, 2018 1:10:33 PM"
10.2,"Pat Cummins to Vijay, 1 run, angled on leg, Vijay works it to mid-wicket and calls his skipper through for a quick single","Dec 17, 2018 1:10:01 PM"
10.1,"Pat Cummins to Vijay, no run, 137kph, fuller length delivery around fourth stump line. Vijay ignores and Paine collects it in front of his face","Dec 17, 2018 1:09:16 PM"
9.6,"Hazlewood to Kohli, no run, back of a length and just outside off, Kohli hops back and defends it to point","Dec 17, 2018 1:08:25 PM"
9.5,"Hazlewood to Kohli, no run, in-ducker on a fuller length, kicks up and Kohli couldn't counter the bounce. Misses the inside edge and rams him on the back thigh","Dec 17, 2018 1:07:47 PM"
9.4,"Hazlewood to Vijay, 1 run, targets the rib-cage, Vijay gets inside the line and tucks it away to fine leg","Dec 17, 2018 1:07:07 PM"
9.3,"Hazlewood to Vijay, no run, good length, nipping back in closer to off. Vijay covers his stumps and leaves","Dec 17, 2018 1:06:25 PM"
9.2,"Hazlewood to Vijay, no run, another tempter outside off, Vijay is not going to fall into the trap. Raises his bat","Dec 17, 2018 1:05:45 PM"
9.1,"Hazlewood to Vijay, no run, pitched up delivery, holding its line just outside off. Vijay shoulders arms","Dec 17, 2018 1:05:07 PM"
8.6,"Pat Cummins to Kohli, no run, much better. Pounds it on a shortish length, keeps it just outside off and Kohli rides the bounce on his toes. Takes the all the heat off it","Dec 17, 2018 1:04:21 PM"
8.5,"Pat Cummins to Vijay, byes, 1 run, digs it into the pitch, gets the line wrong. It's way down leg, Paine can only get a hand on it. Trickles away to fine leg","Dec 17, 2018 1:03:53 PM"
8.4,"Pat Cummins to Vijay, no run, trims his length, nibbles it in the corridor and Vijay is a little diffident on the back foot push. Lazily wafts and the ball whistles past the outside edge","Dec 17, 2018 1:02:57 PM"
8.3,"Pat Cummins to Vijay, no run, Cummins is mixing it up. Wafts an in-dipper on a fuller length, Vijay reaches forward and presents a text book block","Dec 17, 2018 1:02:20 PM"
8.2,"Pat Cummins to Vijay, no run, short of length and gaining extra bounce just outside off, Vijay judges it well and lifts his bat","Dec 17, 2018 1:01:39 PM"
8.1,"Pat Cummins to Vijay, <b>FOUR</b>, this should ease Vijay's nerves. Tasty half-volley from Cummins as he overcooks. Vijay nicely gets onto the front foot, shows his flair and panache. Drives it fabulously through extra cover","Dec 17, 2018 1:01:05 PM"
7.6,"Hazlewood to Kohli, no run, oh dear! <b>Kohli nearly did a Rahul there</b>. Gets caught in a state of flux. Sees the incoming delivery very late, thought about playing it till the last second. Gets his bat out, but the ball shapes in and takes the face of the bat, rolling to second slip","Dec 17, 2018 1:00:03 PM"
7.5,"Hazlewood to Kohli, <b>FOUR</b>, Kohli takes on the short delivery, puts his weight back and spots no demons, so rolls his wrists and pulls it emphatically through square leg","Dec 17, 2018 12:59:26 PM"
7.4,"Hazlewood to Kohli, no run, 136.6kph, scrambled seam delivery, wobbling away one square foot outside off. Kohli hides his bat behind","Dec 17, 2018 12:58:42 PM"
7.3,"Hazlewood to Kohli, no run, dishes a pitched up delivery outside off, enticing Kohli to drive. The Indian captain isn't taking the bait, shoulders arms wisely","Dec 17, 2018 12:58:01 PM"
7.2,"Hazlewood to Kohli, no run, back of a length and shaping away outside off, Kohli lifts his bat and lets it go","Dec 17, 2018 12:57:22 PM"
7.1,"Hazlewood to Kohli, no run, full and zeroing at the stumps, Kohli stays inside the line and defends it to mid-on","Dec 17, 2018 12:56:47 PM"
6.6,"Pat Cummins to Vijay, no run, now, the fuller delivery in a bid to draw Vijay forward and gets it to straighten. Just enough movement to elude the outside edge. In fact, Vijay managed to pull his bat inside the line, so harsh to call it a beaten","Dec 17, 2018 12:55:52 PM"
6.5,"Pat Cummins to Vijay, no run, another splice-jarring delivery, Vijay meets it high on the bat","Dec 17, 2018 12:55:13 PM"
6.4,"Pat Cummins to Vijay, no run, cross-seam delivery, that rears up awkwardly at Vijay, who takes it on the glove and it rolls to cover","Dec 17, 2018 12:54:34 PM"
6.3,"Pat Cummins to Vijay, no run, spitting from a length, Vijay arches his back and gets out of the firing line after dropping his gloves","Dec 17, 2018 12:53:54 PM"
6.2,"Pat Cummins to Kohli, 3 runs, Kohli is off the mark. Sees a shortish delivery outside off, opens his bat face at the last moment and guides it past gully. Bit of a teaser for the fielders - in the end, they manage to pull it back near the ropes. One run saved","Dec 17, 2018 12:53:48 PM"
6.1,"Pat Cummins to Kohli, no run, fuller and just outside off, Kohli gets forward and eases it calmly off the front foot","Dec 17, 2018 12:52:41 PM"
5.6,"Hazlewood to Vijay, no run, in-angling fullish ball, Vijay presses forward and pushes it with his bat close to the pad. Half-an-appeal from Hazlewood for lbw, but nothing more than that. And, it's <b>tea on day four!</b>","Dec 17, 2018 12:33:23 PM"
5.5,"Hazlewood to Vijay, no run, 137.7kph, back of a length delivery, Vijay rides the bounce and taps it to point","Dec 17, 2018 12:32:38 PM"
5.4,"Hazlewood to Vijay, no run, <b>edged and falls short!</b> An out-seamer just outside off and Vijay had to play at it, the outside edge is caught, but falls well in front of the second slip fielder","Dec 17, 2018 12:32:00 PM"
5.3,"Hazlewood to Vijay, no run, angled in from wide of the crease, Vijay defends from the crease","Dec 17, 2018 12:31:19 PM"
5.2,"Hazlewood to Vijay, no run, Hazlewood sprays it further wide and Vijay is happy to not offer any shot","Dec 17, 2018 12:30:40 PM"
5.1,"Hazlewood to Vijay, no run, Vijay spots the line outside off and shoulders arms","Dec 17, 2018 12:30:04 PM"
4.6,"Starc to Kohli, no run, <b>145.9kph!</b> It was in the air for a while, but lands in the vacant short leg region. An inswinging short of length ball and Kohli was beaten for pace there. He was late to close his bat-face and the ball died down on the leg-side off his thigh pad. There might have been a glove too. Kohli sports a wry smile","Dec 17, 2018 12:29:21 PM"
4.5,"Starc to Vijay, 1 run, shapes in and ends up on the pads, flicked down to fine leg","Dec 17, 2018 12:28:43 PM"
4.4,"Starc to Vijay, no run, fuller in length and Vijay push-drives it straight to cover off the front foot","Dec 17, 2018 12:27:59 PM"
4.4,"Starc to Vijay, <b>wide</b>, a bouncer over the batsman's head and Vijay half-ducked to evade it. Wided. A one-handed grab by Paine - excellent take, saved four runs","Dec 17, 2018 12:27:32 PM"
4.3,"Starc to Vijay, no run, Vijay is beaten on the outside edge and still manages to smile looking at the face of Starc. The left-armer hurled it fuller and drew the right-hander into a drive. Vijay chased it for a drive and the ball whizzed past the outside edge","Dec 17, 2018 12:26:38 PM"
4.2,"Starc to Vijay, no run, away-angler outside off at <b>145.1kph </b> and Vijay shoulders arms. A stare follows from the bowler","Dec 17, 2018 12:25:55 PM"
4.1,"Starc to Vijay, no run, 141.4kph, swings in a bit does this length ball, Vijay defends down the pitch","Dec 17, 2018 12:25:14 PM"
3.6,"Hazlewood to Kohli, no run, short ball angled down leg, Kohli walks across and bends forward to let it go","Dec 17, 2018 12:24:24 PM"
3.5,"Hazlewood to Pujara, <b>out</b> Caught by Paine!! <b>Two down!</b> Australia have managed to dismiss Pujara quickly - which has been a rarity this series. <i>Over to Kohli, now?</i> Once again, there's extra bounce on this back of a length delivery which seamed away off the deck around the fifth/sixth stump line. Pujara is lured to stick his bat out with no feet movement and the ball brushes his glove before settling into the keeper's mitts. Australia know the value of this wicket. <b>Pujara c Paine b Hazlewood 4(11) [4s-1]</b>","Dec 17, 2018 12:22:14 PM"
3.4,"Hazlewood to Pujara, no run, 138.6kph, extra bounce on this short of length delivery, Pujara does well to adjust that and drops it adjacent to the pitch on the off-side with soft hands","Dec 17, 2018 12:21:27 PM"
3.3,"Hazlewood to Pujara, no run, moving away off the deck at 139.7kph, too wide and Pujara is content in letting that go","Dec 17, 2018 12:20:48 PM"
3.2,"Hazlewood to Pujara, no run, Hazlewood shortens his length, Pujara defends on the off-side","Dec 17, 2018 12:20:10 PM"
3.1,"Hazlewood to Pujara, <b>FOUR</b>, 140.9kph, fullish ball, seamed away a bit and Pujara was half-forward to block, was playing with soft hands and hence the ball rolls all along the ground. Past the cordon and into the third man fence","Dec 17, 2018 12:19:34 PM"
2.6,"Starc to Vijay, no run, sharp bumper at <b>149.3kph,</b> just down leg and Vijay half-ducks under it. Starc has a word or two with the batsman and Vijay replies along with a smile","Dec 17, 2018 12:18:36 PM"
2.5,"Starc to Vijay, <b>FOUR</b>, Starc hurls it full outside off and Vijay drives off the front foot with an opened bat-face. Places it well wide of the gully fielder. The new ball bullets away to the fence","Dec 17, 2018 12:17:51 PM"
2.4,"Starc to Vijay, no run, 141.5kph, back of a length delivery just outside off, Vijay hops and angles it to backward point","Dec 17, 2018 12:17:07 PM"
2.3,"Starc to Vijay, no run, slanted across the right-hander, Vijay lets it go","Dec 17, 2018 12:16:26 PM"
2.2,"Starc to Vijay, byes, <b>FOUR</b>, that just took off from a length, was well outside off and Vijay shouldered arms. Paine leapt full-length to his left, but the ball just kept going. Must have hit a crack","Dec 17, 2018 12:15:48 PM"
2.1,"Starc to Vijay, no run, good length ball angled across outside off, a watchful leave from Vijay follows","Dec 17, 2018 12:14:58 PM"
1.6,"Hazlewood to Pujara, no run, 134.9kph, shortish ball just outside off, Pujara rides the bounce and drops it into the off-side","Dec 17, 2018 12:14:06 PM"
1.5,"Hazlewood to Pujara, no run, Hazlewood shortens his length and gets it shape away from the right-hander, but the line is too wide outside off, nothing doing from Pujara","Dec 17, 2018 12:13:28 PM"
1.4,"Hazlewood to Pujara, no run, harmless length ball wide of off, left alone","Dec 17, 2018 12:12:50 PM"
1.3,"Hazlewood to Pujara, no run, Pujara has been hit on the glove. Seam-up delivery, hit the deck on a length and reared up more than Pujara would have wanted it to. He was looking to work it through the leg-side and got rapped on the bottom hand, which came off the bat immediately after the impact","Dec 17, 2018 12:12:11 PM"
1.2,"Hazlewood to Vijay, 1 run, Vijay gets off the mark, tucks this rib-tickler to fine leg","Dec 17, 2018 12:11:37 PM"
1.1,"Hazlewood to Vijay, no run, back of a length delivery around the off-stump line, Vijay hops across and taps it towards point","Dec 17, 2018 12:10:55 PM"
0.6,"Starc to Pujara, no run, 143.9kph, short of a good length ball closer to off, but Pujara is happy to let it pass. <b>A wicket-maiden</b> from Starc who gives a stare to the batsman","Dec 17, 2018 12:09:51 PM"
0.5,"Starc to Pujara, no run, pacy length ball wide of off, left alone","Dec 17, 2018 12:09:12 PM"
0.4,"Starc to Rahul, <b>out</b> Bowled!! Bowled him! Starc is pumped up. He was uncertain - the Indian opener. Hint of inswing for Starc from a length and Rahul was in two minds - whether to play or leave. Chose the latter, but was too late to withdraw his bat. The ball hits the bat and deflects onto the stumps. Ideal start for Australia! Had there been no bat, the ball would have gone straight to the keeper. <b>Rahul b Starc 0(4)</b>","Dec 17, 2018 12:07:03 PM"
0.3,"Starc to Rahul, no run, back of a length delivery at 143.2kph, left alone on line","Dec 17, 2018 12:06:18 PM"
0.2,"Starc to Rahul, no run, Starc darts it fuller, but sprays it well outside off, left alone","Dec 17, 2018 12:05:30 PM"
0.1,"Starc to Rahul, no run, tentative poke from Rahul away from his body. Limited feet movement from Rahul as he goes for the push against this fullish ball at 142.8kph, <b>past the outside edge</b>","Dec 17, 2018 12:04:55 PM"
93.2,"Bumrah to Starc, <b>out</b> Bowled!! Bumrah hits the timber! <b>India need 287 runs to go 2-0 up.</b> Jasprit Bumrah kept it simple, from round the wicket bowled a good length ball, a backing away Starc played all around it and the ball hit the top of off. Hazlewood and Starc - Australia's new ball bowlers - sprint away to the dressing room. <b>Starc b Bumrah 14(29) [4s-3]</b>","Dec 17, 2018 11:54:25 AM"
93.1,"Bumrah to Hazlewood, 1 run, no yorker, yet! A backing away Hazlewood taps this back of a length delivery to backward point","Dec 17, 2018 11:53:54 AM"
92.6,"U Yadav to Starc, <b>FOUR</b>, edged, finds the gap in the cordon and goes away for a four, despite a desperate dive from Bumrah. Umesh Yadav induced the outside edge with this short of length delivery outside off as Starc pushed hard at it. Beats a diving Kohli to his left at slip. <b>35 is the partnership now</b>","Dec 17, 2018 11:52:30 AM"
92.5,"U Yadav to Hazlewood, 1 run, Hazlewood was slightly cramped for room, but Hazlewood does well to scythe it one-handed through point","Dec 17, 2018 11:51:49 AM"
92.4,"U Yadav to Hazlewood, no run, pounds this on a short of length and Hazlewood taps it into the off-side","Dec 17, 2018 11:51:11 AM"
92.4,"U Yadav to Hazlewood, <b>wide</b>, sharp bumper, Hazlewood moves further leg-side and bends backwards to let it go. Wided for height","Dec 17, 2018 11:50:38 AM"
92.3,"U Yadav to Hazlewood, no run, 133.3kph shortish ball on the stumps, Hazlewood stays leg-side and defends it into the pitch","Dec 17, 2018 11:50:01 AM"
92.2,"U Yadav to Starc, 1 run, just a tap into the off-side with soft hands after riding the bounce and off they go for a sharp single. Superb running","Dec 17, 2018 11:49:35 AM"
92.1,"U Yadav to Hazlewood, 3 runs, back of a length delivery outside off, loads of room outside off, Hazlewood hangs back and has a slash at it. Didn't quite middle it and one hand came off the handle after the impact. Three more to the tally as the ball rolls to deep point","Dec 17, 2018 11:48:56 AM"
91.6,"Ishant to Starc, no run, 132.2kph, back of a length delivery just outside off, Starc sticks his bat out and connects with thin air as the ball deflects away off the deck","Dec 17, 2018 11:47:34 AM"
91.5,"Ishant to Hazlewood, 1 run, taps this fuller length ball towards cover-point and hares to the other end. Hazlewood was backing away. Partnership: <b>quarter century</b>","Dec 17, 2018 11:46:49 AM"
91.4,"Ishant to Hazlewood, no run, shorter and closer to the sticks, Hazlewood crouches and moves away from it. A beaming smile on Starc's face at the other end","Dec 17, 2018 11:46:00 AM"
91.3,"Ishant to Hazlewood, <b>FOUR</b>, ""these are priceless runs for Australia,"" says SunnyG on air. Once again, Hazlewood hangs back, arches his back and uses the bowler's pace and width to angle it backward of backward point","Dec 17, 2018 11:45:10 AM"
